Altium Designer Pick and Place Locations
C:\Users\ga92wum\git\UltraZohm\PCB\ultrazohm_analog_ltc2311-16_3vxx\Project Outputs for UltraZohm_ADC\Pick Place\PickPlace_UltraZohm_ADC_3v03.txt

========================================================================================================================
File Design Information:

Date:       02.09.20
Time:       14:27
Revision:   d5eed3943e3132ee1038f8a329ef5cd36d6f5345
Variant:    Buffer Single Clock Pair
Units used: mm

Designator Footprint                     Center-X(mm) Center-Y(mm) Ref-X(mm) Ref-Y(mm) Pad-X(mm) Pad-Y(mm) Rotation Comment              
C76B       CAPC1608X07N                  117.4626     59.0752      117.4626  59.0752   117.4626  59.8502   270      100pF                
C76A       CAPC1608X07N                  117.4626     31.6810      117.4626  31.6810   117.4626  32.4560   270      100pF                
C75B       CAPC1608X07N                  113.1570     55.6586      113.1570  55.6586   113.1570  54.8836   90       100pF                
C75A       CAPC1608X07N                  113.1570     28.2012      113.1570  28.2012   113.1570  27.4262   90       100pF                
C23B       CAPC1608X07N                  113.1446     52.5836      113.1446  52.5836   113.1446  53.3586   270      100pF                
C23A       CAPC1608X07N                  113.1446     25.1532      113.1446  25.1532   113.1446  25.9282   270      100pF                
R64        RESC1608X06N                  9.4070       40.3860      9.4070    40.3860   8.6320    40.3860   360      4.99R                
R63        RESC1608X06N                  9.4070       38.9382      9.4070    38.9382   8.6320    38.9382   360      4.99R                
R62        RESC1608X06N                  9.4070       41.8338      9.4070    41.8338   8.6320    41.8338   360      4.99R                
R61        RESC1608X06N                  9.4070       37.4904      9.4070    37.4904   8.6320    37.4904   360      4.99R                
R60        RESC1608X06N                  9.4070       34.0868      9.4070    34.0868   8.6320    34.0868   360      4.99R                
R57        RESC1608X06N                  9.4070       32.6390      9.4070    32.6390   8.6320    32.6390   360      4.99R                
R53        RESC1608X06N                  9.4070       35.5346      9.4070    35.5346   8.6320    35.5346   360      4.99R                
R48        RESC1608X06N                  9.4070       31.1912      9.4070    31.1912   8.6320    31.1912   360      4.99R                
U12        FP-PW0008A-MFG                4.0640       39.6748      4.0640    39.6748   1.1640    40.6498   360      CDCLVC1104           
U5         FP-PW0008A-MFG                4.0640       33.3808      4.0640    33.3808   1.1640    34.3558   360      CDCLVC1104           
L5         WE-CBF_0805_High_Current      9.6774       96.1898      9.6774    96.1898   8.3774    96.1898   360      600O                 
C58        CAPC1608X07N                  23.2969      86.0450      23.2969   86.0450   22.5219   86.0450   360      10nF                 
C71        WCAP-ASLI_5x5.5               4.3688       87.7570      4.3688    87.7570   4.3688    89.9570   270      "100uF, 6.3V"        
C65        C_1206                        15.8696      95.7670      15.8696   95.7670   15.8696   94.3170   270      10µF                 
C66        C_1206                        18.2826      95.7670      18.2826   95.7670   18.2826   94.3170   270      10µF                 
C67        CAPC1608X07N                  21.1782      94.2120      21.1782   94.2120   21.9532   94.2120   180      100nF                
C68        CAPC1608X07N                  14.7117      89.4279      14.7117   89.4279   14.7117   90.2029   270      100nF                
C69        C_1206                        12.4384      89.4025      12.4384   89.4025   12.4384   90.8525   90       10µF                 
C70        C_1206                        9.9365       89.4025      9.9365    89.4025   9.9365    90.8525   90       10µF                 
C74        CAPC1608X07N                  23.6017      94.8647      23.6017   94.8647   23.6017   94.0897   90       100nF                
D5         DIOM4227X23N                  20.4291      89.9619      20.4521   89.9359   20.4291   88.0819   90       BYS12-90             
L6         SMT_inductor_1050_Performance 15.9563      81.4523      15.9563   81.4523   19.9563   81.4523   270      150µH                
R38        RESC1608X06N                  25.1003      94.8635      25.1003   94.8635   25.1003   94.0885   90       162k                 
R41        RESC1608X06N                  26.8021      94.8635      26.8021   94.8635   26.8021   95.6385   270      1.10k                
R47        RESC1608X06N                  26.3449      86.0497      26.3449   86.0497   27.1199   86.0497   180      133k                 
R46        RESC1608X06N                  26.8021      91.6377      26.8021   91.6377   26.8021   92.4127   270      1.02k                
U4         TSOP65P490X110-8N             23.9573      90.1137      23.9573   90.1137   22.9823   87.9137   90       LM5007               
R35        RESC1608X06N                  137.7188     72.1484      137.7188  72.1484   137.7188  72.9234   270      1M                   
C64        C_1206                        136.7536     69.4182      136.7536  69.4182   138.2036  69.4182   360      100pF                
C27A       CAPC1608X07N                  44.1960      57.3330      44.1960   57.3330   43.4210   57.3330   360      100nF                
C27C       CAPC1608X07N                  44.1960      27.4880      44.1960   27.4880   43.4210   27.4880   360      100nF                
C27F       CAPC1608X07N                  43.9420      74.8590      43.9420   74.8590   43.1670   74.8590   360      100nF                
C27G       CAPC1608X07N                  44.1960      44.7600      44.1960   44.7600   43.4210   44.7600   360      100nF                
C28A       CAPC1608X07N                  44.1960      55.8090      44.1960   55.8090   43.4210   55.8090   360      10µF                 
C28C       CAPC1608X07N                  44.1960      25.9640      44.1960   25.9640   43.4210   25.9640   360      10µF                 
C28F       CAPC1608X07N                  43.9420      73.3350      43.9420   73.3350   43.1670   73.3350   360      10µF                 
C28G       CAPC1608X07N                  44.1960      43.2360      44.1960   43.2360   43.4210   43.2360   360      10µF                 
C29A       CAPC1608X07N                  34.7980      59.6190      34.7980   59.6190   34.7980   58.8440   90       1µF                  
C29C       CAPC1608X07N                  34.6710      29.7740      34.6710   29.7740   34.6710   28.9990   90       1µF                  
C29F       CAPC1608X07N                  34.5440      77.1450      34.5440   77.1450   34.5440   76.3700   90       1µF                  
C29G       CAPC1608X07N                  34.6710      47.0460      34.6710   47.0460   34.6710   46.2710   90       1µF                  
C30A       CAPC1608X07N                  42.1640      54.0310      42.1640   54.0310   42.1640   54.8060   270      10µF                 
C30C       CAPC1608X07N                  42.1640      24.1860      42.1640   24.1860   42.1640   24.9610   270      10µF                 
C30F       CAPC1608X07N                  41.9100      71.5570      41.9100   71.5570   41.9100   72.3320   270      10µF                 
C30G       CAPC1608X07N                  42.1640      41.4580      42.1640   41.4580   42.1640   42.2330   270      10µF                 
C31A       CAPC1608X07N                  48.8950      57.3330      48.8950   57.3330   49.6700   57.3330   180      18nF                 
C31C       CAPC1608X07N                  48.8950      27.4880      48.8950   27.4880   49.6700   27.4880   180      18nF                 
C31F       CAPC1608X07N                  48.6410      74.8590      48.6410   74.8590   49.4160   74.8590   180      18nF                 
C31G       CAPC1608X07N                  48.8950      44.7600      48.8950   44.7600   49.6700   44.7600   180      18nF                 
C32A       CAPC1608X07N                  46.6090      59.6190      46.6090   59.6190   46.6090   58.8440   90       12nF                 
C32C       CAPC1608X07N                  46.6090      29.7740      46.6090   29.7740   46.6090   28.9990   90       12nF                 
C32F       CAPC1608X07N                  46.3550      77.1450      46.3550   77.1450   46.3550   76.3700   90       12nF                 
C32G       CAPC1608X07N                  46.6090      47.0460      46.6090   47.0460   46.6090   46.2710   90       12nF                 
C33A       CAPC1608X07N                  48.8950      61.9050      48.8950   61.9050   48.1200   61.9050   360      18nF                 
C33C       CAPC1608X07N                  48.8950      32.0600      48.8950   32.0600   48.1200   32.0600   360      18nF                 
C33F       CAPC1608X07N                  48.6410      79.4310      48.6410   79.4310   47.8660   79.4310   360      18nF                 
C33G       CAPC1608X07N                  48.8950      49.3320      48.8950   49.3320   48.1200   49.3320   360      18nF                 
R12A       RESC1608X06N                  48.8950      58.8570      48.8950   58.8570   49.6700   58.8570   180      24R9                 
R12C       RESC1608X06N                  48.8950      29.0120      48.8950   29.0120   49.6700   29.0120   180      24R9                 
R12F       RESC1608X06N                  48.6410      76.3830      48.6410   76.3830   49.4160   76.3830   180      24R9                 
R12G       RESC1608X06N                  48.8950      46.2840      48.8950   46.2840   49.6700   46.2840   180      24R9                 
R13A       RESC1608X06N                  48.8950      60.3810      48.8950   60.3810   49.6700   60.3810   180      24R9                 
R13C       RESC1608X06N                  48.8950      30.5360      48.8950   30.5360   49.6700   30.5360   180      24R9                 
R13F       RESC1608X06N                  48.6410      77.9070      48.6410   77.9070   49.4160   77.9070   180      24R9                 
R13G       RESC1608X06N                  48.8950      47.8080      48.8950   47.8080   49.6700   47.8080   180      24R9                 
R14A       RESC1608X06N                  40.6400      54.0310      40.6400   54.0310   40.6400   53.2560   90       0R                   
R14C       RESC1608X06N                  40.6400      24.1860      40.6400   24.1860   40.6400   23.4110   90       0R                   
R14F       RESC1608X06N                  40.3860      71.5570      40.3860   71.5570   40.3860   70.7820   90       0R                   
R14G       RESC1608X06N                  40.6400      41.4580      40.6400   41.4580   40.6400   40.6830   90       0R                   
U6A        TSSOP50P510X110_HS-17N        39.2810      58.0670      39.2810   58.0670   41.6560   56.3170   180      LTC2311              
U6C        TSSOP50P510X110_HS-17N        39.2810      28.2220      39.2810   28.2220   41.6560   26.4720   180      LTC2311              
U6F        TSSOP50P510X110_HS-17N        39.0270      75.5930      39.0270   75.5930   41.4020   73.8430   180      LTC2311              
U6G        TSSOP50P510X110_HS-17N        39.2810      45.4940      39.2810   45.4940   41.6560   43.7440   180      LTC2311              
R33        RESC1608X06N                  85.7758      6.4262       85.7758   6.4262    85.7758   7.2012    270      0R                   
C63B       CAPC1608X07N                  108.1532     72.7710      108.1532  72.7710   108.1532  73.5460   270      100nF                
C63A       CAPC1608X07N                  108.1532     45.3390      108.1532  45.3390   108.1532  46.1140   270      100nF                
C62B       CAPC1608X07N                  108.1532     66.2940      108.1532  66.2940   108.1532  67.0690   270      100nF                
C62A       CAPC1608X07N                  108.1532     38.9890      108.1532  38.9890   108.1532  39.7640   270      100nF                
C61B       CAPC1608X07N                  108.1532     59.8170      108.1532  59.8170   108.1532  60.5920   270      100nF                
C61A       CAPC1608X07N                  108.1532     32.5120      108.1532  32.5120   108.1532  33.2870   270      100nF                
C60B       CAPC1608X07N                  108.1532     53.3400      108.1532  53.3400   108.1532  54.1150   270      100nF                
C60A       CAPC1608X07N                  108.1532     25.9080      108.1532  25.9080   108.1532  26.6830   270      100nF                
J1         RJHSE-5380-02                 136.6520     50.0380      138.8110  35.8140   136.2710  45.7200   90       RJHSE-5380-02        
C43        C_1206                        128.0160     26.2890      128.0160  26.2890   128.0160  24.8390   270      10µF                 
C41        CAPC1608X07N                  130.1750     26.4160      130.1750  26.4160   130.1750  25.6410   90       100nF                
R28        RESC1608X06N                  123.9266     87.8840      123.9266  87.8840   123.9266  88.6590   270      499R                 
C37        C_1206                        128.1430     11.5570      128.1430  11.5570   128.1430  10.1070   270      10µF                 
C35        C_1206                        128.1430     19.1770      128.1430  19.1770   128.1430  17.7270   270      10µF                 
U7B        MSOP8_3X3-8N                  105.4100     54.1020      105.4100  54.1020   104.4350  51.8520   90       LT6203               
U7A        MSOP8_3X3-8N                  105.4100     26.6700      105.4100  26.6700   104.4350  24.4200   90       LT6203               
X2         IPL1-108-01-L-D-RA-K          133.6690     18.7960      133.6690  18.7960   134.9390  27.6860   270      IPL1-108-01-L-D-RA-K 
U3         SOT95P280X100-6N              4.5720       75.7119      4.5720    75.7119   3.2620    76.6619   0        LT6654               
U2         SOT95P250X110-5N              31.7500      9.1440       31.7500   9.1440    30.8000   7.8340    90       TLV741P              
U1         TSOP65P490X110-8N             23.1140      19.0500      23.1140   19.0500   22.1390   16.8500   90       LM5007               
U6H        TSSOP50P510X110_HS-17N        54.7750      85.1180      54.7750   85.1180   57.1500   83.3680   180      LTC2311              
U6E        TSSOP50P510X110_HS-17N        55.6640      37.7470      55.6640   37.7470   58.0390   35.9970   180      LTC2311              
U6D        TSSOP50P510X110_HS-17N        55.1560      68.4860      55.1560   68.4860   57.5310   66.7360   180      LTC2311              
U6B        TSSOP50P510X110_HS-17N        55.6640      18.9600      55.6640   18.9600   58.0390   17.2100   180      LTC2311              
U11B       MSOP8_3x3-8N                  105.4100     73.5330      105.4100  73.5330   104.4350  71.2830   90       LT6203               
U11A       MSOP8_3x3-8N                  105.4100     46.1010      105.4100  46.1010   104.4350  43.8510   90       LT6203               
U10B       MSOP8_3x3-8N                  105.4100     67.0430      105.4100  67.0430   104.4350  64.7930   90       LT6203               
U10A       MSOP8_3x3-8N                  105.4100     39.6240      105.4100  39.6240   104.4350  37.3740   90       LT6203               
U9B        MSOP8_3x3-8N                  105.4100     60.5790      105.4100  60.5790   104.4350  58.3290   90       LT6203               
U9A        MSOP8_3x3-8N                  105.4100     33.1470      105.4100  33.1470   104.4350  30.8970   90       LT6203               
U8B        THS4524_FOOTPRINT             80.2640      68.5140      80.2640   68.5140   83.0640   64.0140   180      THS4524              
U8A        THS4524_FOOTPRINT             80.2510      31.4960      80.2510   31.4960   83.0510   26.9960   180      THS4524              
R11        RESC1608X06N                  25.9080      20.8280      25.9080   20.8280   25.9080   20.0530   90       1.02k                
R10        RESC1608X06N                  25.4000      14.9860      25.4000   14.9860   26.1750   14.9860   180      133k                 
R9         RESC1608X06N                  25.9080      23.8760      25.9080   23.8760   25.9080   23.1010   90       1.10k                
R8         RESC1608X06N                  17.0180      4.0640       17.0180   4.0640    17.7930   4.0640    180      75k                  
R7         RESC1608X06N                  24.3840      23.8760      24.3840   23.8760   24.3840   24.6510   270      162k                 
R5         RESC1608X06N                  -6.0706      31.7900      -6.0706   31.7900   -6.0706   32.5650   270      0R                   
R2         RESC1608X06N                  49.2760      82.4230      49.2760   82.4230   49.2760   83.1980   270      100R                 
R1         RESC1608X06N                  50.1650      16.2560      50.1650   16.2560   50.1650   17.0310   270      100R                 
R14H       RESC1608X06N                  56.1340      81.0820      56.1340   81.0820   56.1340   80.3070   90       0R                   
R14E       RESC1608X06N                  57.0230      33.7110      57.0230   33.7110   57.0230   32.9360   90       0R                   
R14D       RESC1608X06N                  56.5150      64.4500      56.5150   64.4500   56.5150   63.6750   90       0R                   
R14B       RESC1608X06N                  57.0230      14.9240      57.0230   14.9240   57.0230   14.1490   90       0R                   
R13H       RESC1608X06N                  64.3890      87.4320      64.3890   87.4320   65.1640   87.4320   180      24R9                 
R13E       RESC1608X06N                  65.2780      40.0610      65.2780   40.0610   66.0530   40.0610   180      24R9                 
R13D       RESC1608X06N                  64.7700      70.8000      64.7700   70.8000   65.5450   70.8000   180      24R9                 
R13B       RESC1608X06N                  65.2780      21.2740      65.2780   21.2740   66.0530   21.2740   180      24R9                 
R12H       RESC1608X06N                  64.3890      85.9080      64.3890   85.9080   65.1640   85.9080   180      24R9                 
R12E       RESC1608X06N                  65.2780      38.5370      65.2780   38.5370   66.0530   38.5370   180      24R9                 
R12D       RESC1608X06N                  64.7700      69.2760      64.7700   69.2760   65.5450   69.2760   180      24R9                 
R12B       RESC1608X06N                  65.2780      19.7500      65.2780   19.7500   66.0530   19.7500   180      24R9                 
R54B       RESC1608X06N                  80.2640      84.7700      80.2640   84.7700   81.0390   84.7700   180      "1k, 0.1%"           
R54A       RESC1608X06N                  80.2510      47.4980      80.2510   47.4980   81.0260   47.4980   180      "1k, 0.1%"           
R52B       RESC1608X06N                  88.9000      72.8320      88.9000   72.8320   88.1250   72.8320   360      "1k, 0.1%"           
R52A       RESC1608X06N                  88.8870      35.8140      88.8870   35.8140   88.1120   35.8140   360      "1k, 0.1%"           
R45B       RESC1608X06N                  80.2640      83.2460      80.2640   83.2460   81.0390   83.2460   180      "1k, 0.1%"           
R45A       RESC1608X06N                  80.2510      45.9740      80.2510   45.9740   81.0260   45.9740   180      "1k, 0.1%"           
R50B       RESC1608X06N                  88.9000      71.5620      88.9000   71.5620   89.6750   71.5620   180      "1k, 0.1%"           
R50A       RESC1608X06N                  88.8870      34.5440      88.8870   34.5440   89.6620   34.5440   180      "1k, 0.1%"           
R49B       RESC1608X06N                  80.2640      78.6740      80.2640   78.6740   81.0390   78.6740   180      "1k, 0.1%"           
R49A       RESC1608X06N                  80.2510      41.4020      80.2510   41.4020   81.0260   41.4020   180      "1k, 0.1%"           
R43B       RESC1608X06N                  88.9000      70.2920      88.9000   70.2920   88.1250   70.2920   360      "1k, 0.1%"           
R43A       RESC1608X06N                  88.8870      33.2740      88.8870   33.2740   88.1120   33.2740   360      "1k, 0.1%"           
R37B       RESC1608X06N                  80.2640      77.1500      80.2640   77.1500   81.0390   77.1500   180      "1k, 0.1%"           
R37A       RESC1608X06N                  80.2510      39.8780      80.2510   39.8780   81.0260   39.8780   180      "1k, 0.1%"           
R40B       RESC1608X06N                  88.9000      69.0220      88.9000   69.0220   89.6750   69.0220   180      "1k, 0.1%"           
R40A       RESC1608X06N                  88.8870      32.0040      88.8870   32.0040   89.6620   32.0040   180      "1k, 0.1%"           
R34B       RESC1608X06N                  80.2640      60.2590      80.2640   60.2590   81.0390   60.2590   180      "1k, 0.1%"           
R34A       RESC1608X06N                  80.2510      23.1140      80.2510   23.1140   81.0260   23.1140   180      "1k, 0.1%"           
R32B       RESC1608X06N                  88.9000      67.7520      88.9000   67.7520   88.1250   67.7520   360      "1k, 0.1%"           
R32A       RESC1608X06N                  88.8870      30.7340      88.8870   30.7340   88.1120   30.7340   360      "1k, 0.1%"           
R25B       RESC1608X06N                  80.2640      58.7350      80.2640   58.7350   81.0390   58.7350   180      "1k, 0.1%"           
R25A       RESC1608X06N                  80.2510      21.5900      80.2510   21.5900   81.0260   21.5900   180      "1k, 0.1%"           
R30B       RESC1608X06N                  88.9000      66.4820      88.9000   66.4820   89.6750   66.4820   180      "1k, 0.1%"           
